"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"GRHPR" 0.0733333333333333 1.02685185185185 0.638836638573719 0.617501015476367 1 -4.94007959234356
"CDA7L" -0.0730000000000001 0.956769841269841 -0.635932835671112 0.618914182955696 1 -4.94157716217105
"NOL3" 0.073 1.04976984126984 0.635932835671111 0.618914182955696 1 -4.94157716217106
"RL30" 0.10205 1.00598723544974 0.858149037923955 0.436127751437065 1 -4.94209416257247
"AP1B1" -0.0546888888888885 1.0139904265873 -1.10460427353395 0.309791065064287 1 -4.94241714877429
"MPRIP" -0.0726666666666664 1.01551851851852 -0.633029032768502 0.620330882251902 1 -4.94307246969906
"MYH14" -0.117333333333333 0.984378472222222 -0.682552412843382 0.557445680118068 1 -4.94329446931744
"TPM1" -0.0725333333333334 1.03436666666667 -0.631867511607462 0.620898550957932 1 -4.94366995020504
"UBP42" 2.28456666666667 6.39837453703704 1.02242205999641 0.360744822158112 1 -4.94384392743007
"UN45A" 0.103616666666667 0.943069593253968 1.10208781240751 0.310803722258775 1 -4.944569084543
"TM165" -0.0833166666666665 1.20421388888889 -0.815440765907566 0.490960313102327 1 -4.94612925318214
"HPS4" -2.03181666666667 2.27087777777778 -0.815431674450617 0.490964601298246 1 -4.946134785073
"RNPC3" -0.121816666666666 0.986963888888889 -0.813120318936017 0.492055954209951 1 -4.94754037330012
"IF5" 0.0783833333333331 1.04187833333333 1.00501658872101 0.382995194886486 1 -4.94830054730566
"TFR1" 0.0714666666666663 1.15034166666667 0.622575342319113 0.625460247188182 1 -4.94843621762628
"PLK1" -0.0713333333333334 1.03340740740741 -0.621413821158073 0.626033002585369 1 -4.94903026471124
"DOCK6" -0.0713333333333332 0.984769841269841 -0.621413821158072 0.626033002585369 1 -4.94903026471124
"PRDC1" 0.0713333333333332 1.17118518518519 0.621413821158072 0.626033002585369 1 -4.94903026471124
"MBD2" 0.0713333333333332 1.04566666666667 0.621413821158072 0.626033002585369 1 -4.94903026471124
"KPCI" -0.073622222222222 1.01272852733686 -1.17934681475317 0.2753178317968 1 -4.95013817642669
"PEX13" -0.192333333333333 1.16323958333333 -0.80842479283445 0.49428009102582 1 -4.95039084729454
"PAPD1" -0.0710000000000001 0.989436507936508 -0.618510018255466 0.627467363692015 1 -4.95051365018981
"SNX16" -0.359116666666667 0.85427477324263 -1.02108820122471 0.351625287230342 1 -4.95054287861239
"CYGB" -0.0709000000000001 1.00113650793651 -0.617638877384683 0.627898360796706 1 -4.95095817871777
"HAOX2" -0.0709000000000001 1.00155 -0.617638877384683 0.627898360796706 1 -4.95095817871777
"RSF1" 0.1884 1.12576342592593 1.01294509114285 0.364772866529418 1 -4.95112548352409
"SSNA1" 0.0704666666666666 0.920866666666667 0.613863933611292 0.629769688072038 1 -4.95288183371145
"BAF" -0.0809999999999998 0.993150297619048 -0.663231090291351 0.567747315327802 1 -4.95298666471275
"SP100" -0.0800000000000003 1.04050634920635 -0.827301553822244 0.463828684049201 1 -4.9530395738024
"ATG3" 0.115 0.943150297619048 0.660363081166011 0.569290147073847 1 -4.95441227644228
"ERCC6" -0.0600000000000002 0.985555555555556 -0.801599240928784 0.497530027539163 1 -4.95452226611941
"PDLI4" 0.0700000000000001 0.963769841269841 0.609798609547642 0.631791637997441 1 -4.9549485944141
"ALG5" -0.0699999999999998 0.999103174603175 -0.60979860954764 0.631791637997442 1 -4.9549485944141
"C1QBP" -0.105 0.973400297619048 -0.656190820501361 0.571540898266399 1 -4.9564800145813
"MTRR" 0.0675000000000001 1.00355555555556 0.79796134899552 0.499270356347086 1 -4.95671826466482
"FMNL2" 0.0831444444444447 0.978233106575964 1.08226860537713 0.325989469927984 1 -4.95749386413676
"NTF2" 0.0742166666666662 0.991477777777778 0.795816561051666 0.500299065363505 1 -4.95801098239594
"ZCHC4" -0.0878333333333335 0.893386904761905 -0.819017859319562 0.467932170295238 1 -4.95808980636584
"RRFM" -0.0600000000000001 0.974400297619048 -0.651997829012549 0.573810353170109 1 -4.95855056837384
"NPM" 0.70055 1.47872277777778 0.81691834388095 0.468977012076765 1 -4.95936532916304
"TOPK" 2.72797777777778 2.2697404265873 1.08437577735873 0.31800873660166 1 -4.95962997656409
"GREM1" -0.14595 0.963352380952381 -0.793072957682424 0.501617869123168 1 -4.95966246438132
"AKA11" -0.0855000000000002 0.953706349206349 -0.815804715164724 0.469532008146331 1 -4.96004115479127
"ECHD1" 0.096083333333333 0.876316111111111 0.814360284748544 0.47025268000823 1 -4.96091696719427
"ZN217" -0.0686333333333333 0.918316666666667 -0.597893017646949 0.637752862543806 1 -4.9609711414624
"RBM27" -0.1091 1.02148564814815 -0.999794598352809 0.370426365086331 1 -4.96117072018865
"PCNT" -0.0968166666666666 1.0260469047619 -0.813204422564875 0.470830039138114 1 -4.96161718489004
"CDT1" -0.20155 0.935782777777778 -0.811040617601243 0.471912455709054 1 -4.96292651234304
"K1614" 0.0981833333333337 1.16262944444444 0.811024721617691 0.471920415122554 1 -4.96293612382187
"CAMP1" 0.0680000000000001 0.891103174603175 0.592375792131995 0.640535488560121 1 -4.96374626282259
"TYB4" 0.0679999999999999 0.943097222222222 0.592375792131994 0.640535488560121 1 -4.96374626282259
"ALDOA" 0.0746833333333337 0.963446904761905 0.80812495108411 0.473374249657734 1 -4.96468768996757
"IDH3B" 0.0677 0.921419444444444 0.589762369519647 0.641858015873215 1 -4.96505717477752
"RT18B" 0.0855833333333333 0.871516111111111 0.807371626868486 0.473752545048849 1 -4.96514214568523
"CETN2" 0.0747333333333335 0.971008571428571 0.982068529377087 0.39267123116569 1 -4.96548734667488
"GIPC1" -0.0472888888888887 0.970839638447972 -1.1624580617469 0.281692721409598 1 -4.96589320144264
"ORML3" 0.0674666666666667 0.780341666666667 0.587729707487822 0.642888621200475 1 -4.96607513645329
"ABLM3" 0.0785833333333332 0.912839583333333 0.78156319495512 0.507185724155292 1 -4.96656374914264
"DNMBP" 0.0516666666666665 1.04077301587302 0.804925607989893 0.474982584875679 1 -4.96661609370145
"ZBT17" 0.692166666666667 1.36916071428571 0.780223184845964 0.507837663776208 1 -4.96736434952173
"CR032" 2.40955 2.34333055555556 0.77984591669448 0.508021351330144 1 -4.96758964183235
"TANC2" -3.02555 4.31242291666667 -0.779439641715034 0.508219230598195 1 -4.96783220203113
"ACON" 0.12695 0.942714455782313 1.068760541197 0.331510443030204 1 -4.96875970559732
"RS12" -0.0665333333333334 0.850341666666667 -0.579599059360521 0.647028294203617 1 -4.97013235435778
"MUTA" -0.0665333333333332 0.982341666666667 -0.579599059360519 0.647028294203618 1 -4.97013235435778
"RT31" -0.253288888888889 1.10050630511464 -1.15629250232036 0.284050139118053 1 -4.97160897751105
"PININ" -0.0539999999999998 1.09188293650794 -0.623819452547885 0.589256801561091 1 -4.9722650355404
"KIF3B" 0.0660000000000001 0.995 0.574952974716348 0.649406203671007 1 -4.97243999690386
"ACTC" 0.0660000000000001 0.962436507936508 0.574952974716348 0.649406203671007 1 -4.97243999690386
"ELF2" 0.126233333333333 0.96935787037037 0.862555743202216 0.433949509886101 1 -4.97260455393299
"TWF1" -0.153672222222222 1.17576207482993 -1.06237574764852 0.334147305992813 1 -4.97405653860746
"VATL" 0.0669999999999999 1.01063293650794 0.619156623610595 0.591845403089517 1 -4.97449970815751
"APC4" 0.0654666666666663 1.249675 0.570306890072172 0.651793107691749 1 -4.974739585753
"CRTAP" -0.0679555555555558 0.993950749559083 -1.1525794590203 0.285477645804505 1 -4.97504179143736
"STAT3" 5.79161666666666 8.36069459325397 1.06587021072334 0.325682260983393 1 -4.97520302740863
"STX10" -0.0533333333333333 0.976859457671958 -0.803856788262816 0.463677831686566 1 -4.97530333554921
"MY18A" -0.1255 1.08647056878307 -0.803818584945202 0.463697682321796 1 -4.97532620919899
"AJUBA" -0.0580000000000001 0.969882936507936 -0.616736601163134 0.59319252831356 1 -4.9756555051189
"ZFYV1" 0.124566666666666 1.1555412037037 0.980095890379423 0.379035096223603 1 -4.97608637448825
"IF6" -0.0649999999999999 0.921436507936508 -0.566241566008524 0.653889019609885 1 -4.97674497861232
"VPS11" -0.0650000000000001 0.949436507936508 -0.566241566008525 0.653889019609885 1 -4.97674497861232
"AMRA1" -0.0812888888888887 1.05495074955908 -1.14961643468563 0.286621026045827 1 -4.97777611895189
"ARHG8" 0.0855000000000004 1.05110634920635 0.785732488283833 0.484725997827926 1 -4.97809244010576
"GALT7" 2.59655 6.85212277777778 0.785507906532355 0.484840969909881 1 -4.97822577490118
"I2BP1" -0.0899999999999997 0.969706349206349 -0.784853485431994 0.485176120387381 1 -4.97861417915934
"PP4R1" -0.086 0.933382936507936 -0.609865756703618 0.597030745636715 1 -4.97892191593222
"ACOC" -0.0941666666666666 1.02642195767196 -0.975938126521637 0.380873695103777 1 -4.97921394103217
"MAP11" 0.0740499999999999 1.01535238095238 0.75825540685065 0.518635855801161 1 -4.98040034167613
"ZN516" -0.0739555555555551 1.14283963844797 -1.14658507330046 0.287794662763763 1 -4.98056883191855
"MXRA5" 0.0885 0.982106349206349 0.781328098438071 0.486984840070752 1 -4.98070325346771
"SMOX" 0.184766666666667 1.27165611111111 0.780370393539556 0.487477143936165 1 -4.9812698137104
"MIEN1" -0.0898555555555551 1.00303667800453 -0.857426682753699 0.428343125631214 1 -4.98145898760444
"DDX55" -0.0636666666666665 1.04616666666667 -0.554626354398092 0.659915181196028 1 -4.98243886239747
"UBA7" -0.0521666666666663 1.05058862433862 -0.970122493691789 0.383458075406526 1 -4.98357629336567
"NSF1C" -0.168622222222222 0.996506305114638 -1.14168541752548 0.289699963692356 1 -4.98507271116885
"NDC80" 0.0630000000000002 0.964103174603175 0.548818748592879 0.662949242036615 1 -4.98526525412274
"GMFB" 0.0629999999999999 0.927769841269841 0.548818748592877 0.662949242036616 1 -4.98526525412275
"CO3" -0.1365 1.04190634920635 -0.773277024406395 0.491136066318266 1 -4.98545329077063
"DDX42" -0.109955555555555 1.07828408289242 -1.141211156675 0.289884933623808 1 -4.985508002081
"FHL1" -0.08 0.985106349206349 -0.771797719385797 0.491901925203657 1 -4.98632287779785
"EHD4" -0.0519500000000002 1.06732277777778 -0.768495199638566 0.493615175811143 1 -4.98826061472879
"LTOR2" 0.14805 1.04535238095238 0.744362785208581 0.525572348521397 1 -4.98855440805497
"PSMD5" 0.0541611111111115 1.02398625992063 1.0495711556935 0.332565056008756 1 -4.98877842529974
"BRCC3" 0.584333333333333 1.48092195767196 0.962549982626228 0.386845352538723 1 -4.98923475575684
"IF4E" -0.0619999999999999 0.901 -0.540107339885053 0.667526484448928 1 -4.98947815016732
"KCY" 0.0619999999999999 0.734103174603175 0.540107339885053 0.667526484448928 1 -4.98947815016732
"TNR6" -0.0619999999999998 1.03110317460317 -0.540107339885052 0.667526484448928 1 -4.98947815016732
"EXOS9" -0.0764166666666668 1.08251611111111 -0.765087539630791 0.49538801620873 1 -4.99025480172347
"S39A6" 0.0881833333333334 0.948246904761905 0.764800330905166 0.495537671147963 1 -4.99042263396644
"M18BP" -0.379666666666666 0.761689058956916 -0.96886553843062 0.374804012853525 1 -4.99051561102899
"ARGL1" 0.0616666666666665 1.0345 0.537203536982445 0.669059190988 1 -4.99087515149538
"BAG5" -0.0615666666666668 0.962686111111111 -0.536332396111665 0.669519680376714 1 -4.99129352780333
"MAGD1" -0.0615333333333333 0.996675 -0.536042015821403 0.669673246281672 1 -4.99143291188516
"ATG12" 0.14005 1.20132277777778 0.760927756926441 0.497559094877711 1 -4.99268186894142
"DIP2C" 0.0510000000000002 0.986150297619048 0.579752916340469 0.614086753276123 1 -4.99296586265694
"PFKAP" -4.10393333333333 2.85673786848073 -1.03717072311261 0.344728950577329 1 -4.99478602898573
"SHRM1" 0.0606666666666666 1.00363293650794 0.575534760925072 0.616506186997125 1 -4.99489662008152
"PHLP" 0.0598111111111113 1.01660810657596 0.832161355443002 0.441261159863605 1 -4.99760753587592
"MORC3" 0.0670499999999996 1.0217 0.72869074582654 0.533497494647768 1 -4.99766452064821
"VAMP5" -15.3058833333333 7.52970453514739 -1.03339627772988 0.346337318673915 1 -4.99786499350295
"AK1D1" -0.0904333333333335 0.996405 -0.935908376918862 0.41281036953663 1 -4.99952185507021
"GPX4" 0.0594666666666668 1.03334166666667 0.518038437825236 0.679261957159064 1 -4.99999984264062
"CCD50" 0.0594666666666666 1.08800833333333 0.518038437825234 0.679261957159065 1 -4.99999984264063
"NPA1P" 0.0593333333333335 1.08566666666667 0.516876916664193 0.679885140818785 1 -5.00054735238728
"RT09" -0.0593333333333332 1.08340740740741 -0.516876916664191 0.679885140818786 1 -5.00054735238728
"LTOR5" 0.0440444444444446 1.01006186067019 1.12361338522089 0.296816860308322 1 -5.00157658148049
"DHB12" 0.0589999999999999 1.02143650793651 0.513973113761583 0.681445508005958 1 -5.00191329048615
"S10AG" -0.0589999999999999 0.873436507936508 -0.513973113761583 0.681445508005958 1 -5.00191329048615
"RTN1" -0.130955555555555 0.982061860670194 -1.1228898245918 0.29710474112225 1 -5.00223377478118
"RS4Y1" -0.0506722222222218 0.952952551020408 -1.02619799707282 0.349421898119551 1 -5.00371832968464
"TPP2" 0.0544500000000001 1.07842291666667 0.715813970933216 0.540088634068904 1 -5.00507658654996
"AAMP" 0.110616666666666 1.06006959325397 1.02976890968921 0.341084818011388 1 -5.0050900071688
"E41L2" 0.217583333333333 0.851116111111111 0.739167086324186 0.509040794133285 1 -5.00524556926691
"RS14" -0.106 0.955150297619048 -0.551446690614455 0.630463450100989 1 -5.00574277569053
"BLVRB" 0.0580000000000001 1.12443650793651 0.505261705053761 0.68614720347686 1 -5.0059863894595
"FKBP5" 0.0960666666666665 1.0630412037037 0.939048099475511 0.397518309730953 1 -5.00663606345082
"COA3" -0.0573333333333333 0.896407407407407 -0.499454099248545 0.689298773484448 1 -5.00868073179504
"PEPL" 0.0536666666666665 1.15497301587302 0.730980198144829 0.513414466830636 1 -5.00991332054288
"TNR21" 0.0473333333333333 0.923483630952381 0.541828789671514 0.636102776986228 1 -5.00998567605871
"MITF" 0.0913277777777783 1.03560674603175 1.01794125466239 0.352987973589139 1 -5.01040204290835
"ERBB2" -0.17 0.978106349206349 -0.728990588361206 0.514481825283474 1 -5.01104272177481
"PAK2" 0.17045 0.868172916666667 0.704574816460161 0.545900151040066 1 -5.01148993234815
"GOLP3" -0.0565333333333333 1.02900833333333 -0.492484972282286 0.693098645586803 1 -5.01189110415601
"RN169" -0.100383333333334 1.06317817460317 -1.01598946746929 0.353835317619433 1 -5.01197721110396
"MCES" -0.053 0.982150297619048 -0.536761520490637 0.639089022536694 1 -5.0122003793323
"ACTY" -0.0578333333333338 0.926173015873016 -0.726554155114415 0.515791258574685 1 -5.01242309183683
"SEN34" -0.102 1.00163723544974 -0.739932787571692 0.497805133444367 1 -5.01254211813852
"MA2A1" 0.0564499999999998 0.991277926587302 1.02015801575317 0.345282497453714 1 -5.01293353589745
"3BP5L" 0.410977777777778 1.2054904265873 1.01963190820929 0.34551346775568 1 -5.01336149859769
"DPP4" -0.0583388888888886 1.02548625992063 -1.01940943198267 0.345611175745336 1 -5.01354242826434
"SPCS2" 0.0620000000000001 0.993650297619048 0.533506288610709 0.641012877899701 1 -5.01361548141459
"RLA2" 0.056 0.997430555555555 0.487838887638114 0.695642755790821 1 -5.01401721398215
"CRIP2" -0.056 1.08043650793651 -0.487838887638114 0.695642755790821 1 -5.01401721398215
"TCPH" -0.056 0.951436507936508 -0.487838887638114 0.695642755790821 1 -5.01401721398215
"ARF6" -0.0529999999999999 1.01076468253968 -0.553715404935826 0.615214071084299 1 -5.0140456364445
"SNUT2" -0.0546666666666664 1.05321626984127 -0.531713853500104 0.642074039957469 1 -5.01439211582448
"RPN1" -0.0613166666666665 0.893985714285714 -0.698966306327026 0.54882060924737 1 -5.01467017971649
"ADX" -0.079 0.891506349206349 -0.721229446969233 0.518662036140119 1 -5.01542952849736
"UBE4B" 0.0554666666666666 1.01600833333333 0.48319280299394 0.698195524576918 1 -5.01613179080809
"UBE2T" -0.303633333333333 1.24980863095238 -0.526346404877725 0.645259423857032 1 -5.01670677112555
"GSTM3" 0.0448111111111112 0.992893820861678 0.800044906733956 0.458098838915529 1 -5.01764038685934
"RM03" 0.0549999999999999 0.9895 0.479127478930289 0.700436278123065 1 -5.01797243478188
"PURA" -0.0549999999999997 1.0745 -0.479127478930287 0.700436278123066 1 -5.01797243478189
"NFIX" -0.121816666666666 1.06742944444444 -0.716230742314175 0.521368372704751 1 -5.01823893806512
"PRAF3" 0.119166666666666 0.956173015873016 0.715235371540377 0.521908581953675 1 -5.01879685503287
"DNJC8" 0.0521611111111115 0.973861259920635 1.01290719454809 0.34847659731884 1 -5.01881885452164
"ATG5" -0.1913 1.12462013888889 -0.5210760224557 0.648398446683207 1 -5.01896341917577
"XPOT" -0.0545333333333335 1.12400833333333 -0.475062154866641 0.702683620230041 1 -5.01980397451805
"DGKH" 1.84945 4.33218277777778 0.712540389165721 0.523373386142892 1 -5.0203048957016
"TMX4" 0.155333333333333 0.965152314814815 0.786471664410099 0.472778699498077 1 -5.02053548830793
"STX7" 0.0944666666666667 1.37956180555556 0.516550261028587 0.651102830083221 1 -5.02088833995621
"ETHE1" -0.0878333333333334 0.941160714285714 -0.686304897928682 0.555463597026517 1 -5.02179910035091
"PVR" -0.054 0.978769841269841 -0.470416070222467 0.705260053184753 1 -5.02188585016981
"RIOK1" -0.305333333333333 0.786660714285714 -0.685917448012881 0.55566796906313 1 -5.02201612656258
"SV2A" 0.0446666666666665 0.966973015873016 0.7077586735751 0.525980220696497 1 -5.02297148052848
"STAT2" -0.105 0.927400297619048 -0.511385724812523 0.654198867918695 1 -5.0230702438848
"KI20B" 0.0534666666666668 1.07834166666667 0.465769985578295 0.707845034670164 1 -5.02395547526949
"SYFA" 0.342566666666666 1.19517636054422 1.00059708787205 0.360576451172138 1 -5.02433466588649
"EIF3G" -0.0774333333333335 1.09368209325397 -1.00594566026318 0.351565336838473 1 -5.02444310803648
"KI13B" -0.123333333333333 1.11862847222222 -0.507156315826391 0.656742184328108 1 -5.02484529789443
"GOT1B" 0.0690000000000002 0.994900297619048 0.5058384188551 0.657536132910207 1 -5.02539622784394
"UB2D3" -0.0505499999999998 0.8868 -0.677528412375696 0.560108887881736 1 -5.02669846227218
"PCDGH" 0.0764666666666667 1.09706180555556 0.502243717500086 0.659705186950562 1 -5.02689364432056
"SDF2L" 0.0527000000000002 1.0473962962963 0.459091238902298 0.711575857867177 1 -5.02690871354166
"PSRC1" 0.09355 1.14908055555556 0.675668789131449 0.56109742604152 1 -5.02773204637326
"UBL4A" 0.0524666666666667 1.05434166666667 0.45705857687047 0.712714803962891 1 -5.02780233477903
"ANR26" -0.0663333333333334 0.957373015873016 -0.698611199754981 0.530994985523291 1 -5.02803979509485
"ASPP2" -0.0523333333333333 1.0265 -0.455897055709427 0.71336635699462 1 -5.02831187626538
"UQCC2" 0.0576444444444448 1.0045287414966 0.995000830215472 0.363053249626066 1 -5.02879867780602
"CREB1" 0.052 1.00710317460317 0.45299325280682 0.714997547619748 1 -5.02958220944452
"RL7" 0.052 0.989769841269841 0.45299325280682 0.714997547619748 1 -5.02958220944452
"AT2A2" 0.0661611111111114 0.969236259920635 0.998965679898546 0.354684017302266 1 -5.03005621792646
"C42S1" 0.130733333333333 0.895005 0.893434572218913 0.432149999234205 1 -5.03014099877165
"ERF1" -0.0648388888888888 1.00086125992063 -0.998735218747788 0.35478736019818 1 -5.03024110120497
"TB22A" 0.0516666666666665 1.34507407407407 0.45008944990421 0.716632028566148 1 -5.03084747569753
"THIC" -0.0706166666666667 0.969102314814815 -0.905144091403349 0.413344845174309 1 -5.03129555880685
"EXOC3" -0.0515333333333334 1.20734166666667 -0.448927928743169 0.71728674027962 1 -5.0313521529326
"MTNB" -0.0515333333333334 0.976008333333333 -0.448927928743169 0.71728674027962 1 -5.0313521529326
"K1671" 0.0513666666666668 1.12998095238095 0.447476027291866 0.718105867411391 1 -5.03198184426105
"GNAI2" -0.0659999999999998 1.00440029761905 -0.489405990090967 0.667492808752609 1 -5.03217730227854
"CR3L2" 0.0764944444444452 1.00581959325397 0.996015753381629 0.356008614649448 1 -5.03242057507319
"PDCD5" 0.051 0.960769841269841 0.444281844098996 0.719910826238224 1 -5.0333626194289
"MRTFB" -0.0593333333333332 1.11437847222222 -0.485660908300861 0.669776727656425 1 -5.03369958120507
"TM270" -0.114316666666667 1.08262944444444 -0.687136081101535 0.53733742958465 1 -5.03433575934815
"SPEE" -0.0506666666666667 1.00351851851852 -0.441378041196389 0.721555124944207 1 -5.03461240288674
"MESD" -0.0446666666666666 1.06496180555556 -0.481693464626197 0.67220216210707 1 -5.03530271774632
"SNTB1" 0.0504666666666664 1.02386666666667 0.439635759454821 0.722543266822825 1 -5.03535975358983
"FUBP3" 0.0416666666666667 1.09212847222222 0.481335694830178 0.672421177057793 1 -5.03544679870046
"ROAA" 0.0451666666666666 0.991386904761905 0.684352457961891 0.538884614637123 1 -5.03585248148798
"SATT" -0.0429833333333333 1.02189611111111 -0.683612274141829 0.53929658837378 1 -5.03625508879918
"CDKA1" 0.1519 0.895318333333333 0.745711161641697 0.505565970709551 1 -5.03685388392545
"C1TC" 0.0991833333333337 0.929735714285714 0.65898469389452 0.570032900251832 1 -5.03693259259312
"PRDX6" 0.05 1.00543650793651 0.435570435391173 0.724853475758462 1 -5.03709615790708
"GEPH" -0.0499999999999998 1.049 -0.435570435391171 0.724853475758463 1 -5.03709615790708
"TCAL3" -0.0471666666666665 0.962921957671958 -0.896283897931309 0.417564889950977 1 -5.0376501044873
"UBP8" -0.0879333333333332 1.1970412037037 -0.895562258042401 0.417910140239732 1 -5.03816598721321
"SETD2" 0.0713333333333334 0.928403344671202 0.903587033096874 0.405487305921886 1 -5.03859477640917
"ENPP1" -0.0665333333333333 0.981561805555555 -0.471787359133085 0.678284480323898 1 -5.03926226286241
"UCN1" -0.0476222222222221 1.00217297178131 -1.07799834119693 0.315412116811652 1 -5.04245543612456
"ANLN" 0.0484666666666667 1.00500833333333 0.422212942039177 0.732488662493123 1 -5.04272697860318
"HEBP2" 0.0484666666666669 1.00000833333333 0.422212942039178 0.732488662493122 1 -5.04272697860318
"CHRC1" -0.1421 1.08287166666667 -0.875668201270674 0.440472091140766 1 -5.04273278534511
"NDUF7" -0.0483333333333333 1.02274074074074 -0.421051420878134 0.733155794974623 1 -5.04321111584642
"TRAD1" 0.048516666666667 1.00481458333333 0.646819971336956 0.5766232575758 1 -5.04355644996536
"EPS15" 0.0492666666666668 1.05901458333333 0.64600697040287 0.577065967661995 1 -5.04399653725718
"STAT1" 0.0771611111111113 1.02166683673469 0.974775059275723 0.372120463968893 1 -5.0448015827677
"HDAC3" -0.0579999999999998 0.940900297619048 -0.456988641769296 0.687440271585197 1 -5.04506042418935
"MEX3D" 0.0476666666666667 1.01174074074074 0.415243815072919 0.736499086687066 1 -5.04561834079349
"ANR11" 0.128183333333334 0.807429444444444 0.665920858682398 0.549214048606028 1 -5.04578948047703
"MPP6" -0.0370055555555553 0.952952551020408 -0.973222511551856 0.372823979493275 1 -5.04602140449332
"LOXH1" -0.0475333333333334 0.632341666666667 -0.414082293911876 0.737169266074779 1 -5.04609707252291
"CBX8" -0.0475333333333334 0.818341666666667 -0.414082293911876 0.737169266074779 1 -5.04609707252291
"FGD2" -0.155333333333333 0.865573015873016 -0.664789591506772 0.549852822315129 1 -5.04639330921757
"T22D2" -0.0473333333333332 1.03107407407407 -0.412340012170309 0.738175482539763 1 -5.0468134602714
"DVL3" 0.0575833333333333 1.08933958333333 0.640240339679081 0.580214227646911 1 -5.04710857941081
"RS7" 0.0537111111111112 0.996728527336861 1.07265906754074 0.317648451909111 1 -5.04716561478268
"TMM43" -0.114622222222222 1.11429181547619 -1.0689432944779 0.324397616515072 1 -5.04716575820162
"RBM28" -0.0583833333333337 1.06789246031746 -0.971641235333505 0.373541615718657 1 -5.04726252732961
"TM9S2" 0.0940499999999997 1.02314023809524 0.661856474404435 0.551511589149345 1 -5.04795558803666
"TSN" 0.0470000000000002 0.998436507936508 0.409436209267703 0.739855030429788 1 -5.04800285529116
"SGMR1" -0.0469999999999999 0.998769841269841 -0.409436209267702 0.739855030429789 1 -5.04800285529116
"RS11" 0.0840499999999997 1.06185238095238 0.637068397538415 0.581951985541549 1 -5.04881320261118
"FAS" 0.0842833333333328 1.07003531746032 0.96881818159215 0.374825580695777 1 -5.04947510807989
"RBM42" -0.0861499999999998 0.979916402116402 -0.87944861010709 0.425679750537103 1 -5.04961844281679
"MTREX" -0.0465333333333334 0.753675 -0.405370885204052 0.742211671556031 1 -5.04965830213537
"LRCH2" 0.0464666666666667 1.57800833333333 0.40479012462353 0.742548835290911 1 -5.04989386366009
"RFFL" 0.158733333333333 1.08520857142857 0.864901622038615 0.445582494772359 1 -5.0502981182469
"RBBP4" 0.0640000000000001 0.951650297619048 0.442107271063257 0.696729774818414 1 -5.05074638157242
"UN93B" -0.0736 0.980857777777778 -0.863409277030269 0.446294849770668 1 -5.05134275967214
"RHEB" 0.0459999999999999 0.924769841269841 0.400724800559878 0.744912473520449 1 -5.05153622585154
"FHR5" -0.0459999999999999 0.993103174603175 -0.400724800559878 0.744912473520449 1 -5.05153622585154
"NDKB" 0.143383333333333 1.07276898148148 0.876405882737419 0.427159879757366 1 -5.05176649195453
"HRH1" 0.0681666666666665 0.949160714285714 0.631405987781377 0.585064818046676 1 -5.05184343911313
"MLH1" -0.0459000000000001 1.02605 -0.399853659689097 0.745419760611229 1 -5.05188665756818
"ERD22" 0.0680499999999999 1.11072277777778 0.653191614938017 0.556433481303827 1 -5.05254268030817
"MACIR" 0.071 1.05265029761905 0.436146874406772 0.70047335601826 1 -5.05298228360091
"SPRE" 0.0495499999999998 1.05414023809524 0.652091308615523 0.557060798158651 1 -5.05312214531857
"CD44" -0.29945 0.900033333333333 -0.628393039169093 0.586726710621983 1 -5.0534490757993
"UGDH" 0.11005 1.09014023809524 0.651464340276435 0.55741848373982 1 -5.05345202497703
"NONO" 0.441083333333333 1.17311611111111 0.651257642851136 0.557536441664454 1 -5.05356073005117
"TBB3" 0.340116666666667 1.33456959325397 0.968507691884004 0.368548711182453 1 -5.05423907970406
"PTPA" 0.0449999999999999 0.992103174603175 0.392013391852055 0.749997871382675 1 -5.05501639443074
"F118B" -0.05145 1.06310238095238 -0.624818691944121 0.588703267395579 1 -5.05534775666795
"VPS4B" 0.0571611111111111 0.996861259920635 0.962211520930037 0.371466901147333 1 -5.05917395857199
"IF2B3" 0.411549999999999 1.26183055555556 0.612678141463285 0.595457267830888 1 -5.06174635558078
"TBX3" -0.0429999999999997 1.01443650793651 -0.374590574436406 0.760251211973047 1 -5.06181210558592
"CYC" 0.0429999999999999 0.9915 0.374590574436408 0.760251211973046 1 -5.06181210558592
"TNPO1" 0.038 0.983650297619048 0.411881893630278 0.715845962658257 1 -5.06183382936491
"NFYA" 0.358116666666666 0.976321031746032 0.952557406034283 0.382290427210619 1 -5.06213900838993
"GDF8" -0.0588166666666665 1.00548571428571 -0.607904024575903 0.598130276129949 1 -5.06424084318701
"IF2G" 0.0490499999999996 1.01635238095238 0.607256891534388 0.598493343638567 1 -5.06457801724098
"PCNA" -0.0419999999999999 0.985436507936508 -0.365879165728584 0.765418458618569 1 -5.06512515305669
"SMRC2" 0.0544166666666663 0.980466904761905 0.628116680515261 0.570858088098172 1 -5.06557568143655
"TPR" -0.154 1.14965029761905 -0.401138086348931 0.722719033097662 1 -5.06562161035462
"ALG3" -0.094 0.950650297619048 -0.400849925240441 0.722903928928342 1 -5.06572207239891
"CADM1" -0.0799166666666669 1.15683958333333 -0.604296787505499 0.60015633107853 1 -5.06611738901354
