"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"PPHLN" -0.626341666666667 4.35034166666667 -5.45631824907265 0.0760691555077877 0.999214098786458 -4.19253021144551
"GIPC1" -0.0734921957671957 0.970839638447972 -1.80658918939268 0.112094745403428 0.999214098786458 -4.19502189657891
"MAP1A" -0.588708333333333 0.675645833333333 -5.12847890136823 0.0821915707115237 0.999214098786458 -4.19829913078802
"HXK1" -0.106158862433862 1.04656959325397 -1.81822166147908 0.116649271587137 0.999214098786458 -4.19920761622747
"HSPB1" -0.166400793650794 1.0617996031746 -2.22389456817086 0.139959251895638 0.999214098786458 -4.20275630515349
"TBD2B" -0.130509722222223 1.07503531746032 -1.82707957908284 0.124049302633164 0.999214098786458 -4.20392421217494
"PSA5" -0.321357142857143 1.09832738095238 -2.43440942375395 0.119433324744762 0.999214098786458 -4.20415646542672
"PCD18" 0.545658333333333 1.350675 4.75345275649643 0.0903319166938701 0.999214098786458 -4.20626334077765
"GATA4" 0.297457804232804 0.915365249433106 1.82241062058448 0.124814727392675 0.999214098786458 -4.20763984709622
"CC125" 0.537658333333333 1.2124625 4.68376148683384 0.0920009494467634 0.999214098786458 -4.20793521819877
"NTRI" -0.520341666666667 0.952341666666667 -4.53290892604337 0.0958040003041952 0.999214098786458 -4.2117917274012
"CLSPN" 0.514658333333333 1.60400833333333 4.4833990865539 0.0971123696755743 0.999214098786458 -4.21313319389055
"SH2D5" 0.187123611111111 1.19906180555556 2.18890783920948 0.143809785298297 0.999214098786458 -4.21342559821036
"LRCH2" 0.503658333333333 1.57800833333333 4.38757359076784 0.0997349977264702 0.999214098786458 -4.21584416585573
"DHC24" -0.500341666666666 1.23100833333333 -4.3586807518869 0.100550066452753 0.999214098786458 -4.21669256062379
"DJC13" 1.80544027777778 2.62049611111111 1.90987939742929 0.144014876047242 0.999214098786458 -4.21829176616296
"PI42C" -0.493444444444444 0.897074074074074 -4.29859623016044 0.102282676547843 0.999214098786458 -4.21850507618292
"SNX6" -0.104208862433862 1.12719459325397 -1.78605345206429 0.122059539842717 0.999214098786458 -4.21871367034671
"RUFY1" -0.248690476190476 1.07691071428571 -2.34433189352878 0.127694465947102 0.999214098786458 -4.22398549766645
"CHD3" -0.151900793650794 1.11193862433862 -1.88755724564386 0.127299642880969 0.999214098786458 -4.2240693169799
"ALDOA" 0.142983928571429 0.963446904761905 1.89490602795564 0.146272006510823 0.999214098786458 -4.22695628886692
"RL23" 0.461309523809524 1.14613650793651 4.01865580271618 0.111086543940928 0.999214098786458 -4.22789722061077
"DOC11" 0.458555555555556 0.894944444444444 3.99466485968749 0.111902159478128 0.999214098786458 -4.22878207660813
"OFUT1" -0.120492195767196 0.959617416225749 -1.77105658542952 0.118157502515122 0.999214098786458 -4.22906338356558
"DUS3" 0.456309523809524 0.767214285714286 3.97509875917706 0.112575065720215 0.999214098786458 -4.22951391425328
"GBG5" -0.448690476190476 1.03965476190476 -3.90872612140316 0.114910829767335 0.999214098786458 -4.23206671780753
"NEUR1" -0.161042195767195 1.15631959325397 -1.77026399750487 0.124803946666461 0.999214098786458 -4.23207396790948
"MPRIP" -0.447777777777778 1.01551851851852 -3.90077523250317 0.115196268186226 0.999214098786458 -4.23237999037548
"CDC20" -0.445777777777778 1.10785185185185 -3.88335241508752 0.115826063061378 0.999214098786458 -4.23307219585104
"CLPP" -0.437341666666667 0.917341666666667 -3.80986200329402 0.118549409818443 0.999214098786458 -4.23608098215567
"RL34" -0.432341666666667 0.8764625 -3.7663049597549 0.120216298060427 0.999214098786458 -4.23793480248532
"GA2L3" -0.428341666666666 3.218675 -3.73145932492361 0.121579222680161 0.999214098786458 -4.23945730785267
"KGP2" 0.179300595238095 1.02242529761905 2.10388897259439 0.153759582263457 0.999214098786458 -4.24028929735361
"QOR" -0.115843055555556 0.993191203703704 -1.81143569166725 0.139461912640951 0.999214098786458 -4.24126225051096
"ACON" 0.211200595238095 0.942714455782313 1.7780453916329 0.132329852993083 0.999214098786458 -4.24298037247332
"F177A" 0.0971069444444443 1.10537453703704 1.8057030835053 0.140426233318199 0.999214098786458 -4.24623468486724
"GRIN1" -0.10956746031746 1.03780453514739 -1.76955609959018 0.133818928822485 0.999214098786458 -4.24842799186793
"NED4L" -0.158025 1.12475625 -2.06892652629554 0.158110336404531 0.999214098786458 -4.25172889398048
"ZN768" 0.320507804232804 1.03417297178131 1.74584179754468 0.122647681540875 0.999214098786458 -4.25313627845136
"RRP8" 0.159623611111111 1.07104907407407 2.06274329907353 0.158896289344912 0.999214098786458 -4.25377614832639
"PKN2" 0.388658333333333 1.27400833333333 3.38576158936815 0.136688838540413 0.999214098786458 -4.25671297064424
"LGAT1" -0.388341666666667 0.905752777777778 -3.38300297661067 0.136822281885607 0.999214098786458 -4.25686823777519
"FAF2" -0.377341666666667 1.610675 -3.28717748082461 0.141600482645031 0.999214098786458 -4.2624582103813
"TCAL3" -0.0935674603174601 0.962921957671958 -1.77801430500777 0.14518363360827 0.999214098786458 -4.26497764378723
"DDX41" 0.371658333333334 1.23734166666667 3.23766764133515 0.144182692553158 0.999214098786458 -4.26550286658928
"DGKH" 3.87410694444444 4.33218277777778 1.82803340120554 0.156854672756711 0.999214098786458 -4.26612769462793
"PRC2A" -0.130734126984127 0.974773015873016 -1.87047882378602 0.150041024119981 0.999214098786458 -4.26969535513873
"NAA30" -0.0887255291005287 1.08622715419501 -1.74430670770658 0.138347788203093 0.999214098786458 -4.26988455524308
"RFC3" -0.363341666666667 0.963419444444444 -3.16521775891509 0.148109711184162 0.999214098786458 -4.27016351685506
"RPP38" 0.353658333333333 0.8824625 3.08086228459433 0.152918029377929 0.999214098786458 -4.27591741135248
"GEMI6" -0.183444444444444 0.978830555555555 -2.12891036152011 0.150740782687913 0.999214098786458 -4.27628586418755
"MRTFA" -0.255050793650794 1.00521084656085 -1.75970705969513 0.148421704826878 0.999214098786458 -4.27740920923374
"INT13" 0.350658333333334 1.2469625 3.05472805847086 0.154462077264512 0.999214098786458 -4.27777561993859
"FOXK1" 0.326507804232805 1.10461741622575 1.71933171182302 0.127542581452356 0.999214098786458 -4.2783625334353
"STX10" -0.110725529100529 0.976859457671958 -1.77012518460448 0.146569849367242 0.999214098786458 -4.28036024585611
"HDAC1" -0.342341666666667 1.012675 -2.98227817605079 0.158884638899451 0.999214098786458 -4.28312486411102
"PXDN" 0.18343253968254 1.09692195767196 1.749742356719 0.150215857035606 0.999214098786458 -4.28418809805012
"TANK" 0.199174470899471 1.05318209325397 1.72533067549321 0.13294595713659 0.999214098786458 -4.28428078093592
"PPM1B" 0.337658333333333 0.9714625 2.94147974526915 0.161471028102938 0.999214098786458 -4.28627086205196
"REEP2" -0.335341666666666 1.1679625 -2.92129831509603 0.162777033180313 0.999214098786458 -4.28786419152314
"RRS1" -0.335323809523809 0.978647619047619 -2.92114275422625 0.162787169750269 0.999214098786458 -4.28787657037481
"S26A2" -0.404025 1.07606458333333 -1.96172203425324 0.172480606176034 0.999214098786458 -4.28826416189216
"SCML2" -0.332357142857143 1.15199206349206 -2.89529890839304 0.164486215675473 0.999214098786458 -4.2899540736572
"ATLA1" 0.239975 1.17400625 1.95254782490262 0.173786918431077 0.999214098786458 -4.29149413463929
"CX038" -0.13356746031746 1.04890634920635 -1.78535790363279 0.164058826684487 0.999214098786458 -4.2915153047438
"CLPT1" 0.245765873015873 1.04697301587302 1.82166258265915 0.157907198388927 0.999214098786458 -4.29265255424708
"HEM3" -0.277341666666666 0.901089583333333 -2.06601036760624 0.158480383287197 0.999214098786458 -4.29293534607515
"ATP5I" 0.267291666666667 1.04284791666667 2.06554628560728 0.158539376314556 0.999214098786458 -4.29306059720395
"SH3B4" 0.327291666666667 1.31879722222222 2.85117147499805 0.167457849088283 0.999214098786458 -4.29359982784759
"CNOT3" 0.326658333333333 1.062675 2.8456542494831 0.167835800994478 0.999214098786458 -4.29406460169004
"RS4X" -0.155032738095238 0.997600198412698 -1.7341537921512 0.153068121675179 0.999214098786458 -4.29480944154559
"S10AB" -0.324690476190476 0.895654761904762 -2.82851144163306 0.169019436343793 0.999214098786458 -4.29552168034167
"HDAC3" -0.213199404761905 0.940900297619048 -1.93969197316623 0.175638814671892 0.999214098786458 -4.29604796596705
"CAMP1" -0.322690476190476 0.891103174603175 -2.81108862421741 0.170236983756361 0.999214098786458 -4.29702290775402
"PRDC1" 0.322222222222222 1.17118518518519 2.80700947252089 0.170524193928757 0.999214098786458 -4.29737738573737
"SF3B5" -0.173400793650794 1.16430634920635 -1.81057565255664 0.159757887464439 0.999214098786458 -4.29791937864389
"BIEA" 0.320658333333333 0.8199625 2.79338579723616 0.171489404194276 0.999214098786458 -4.29856962407843
"LSM4" -0.319341666666667 1.18500833333333 -2.78191577577085 0.17230923223745 0.999214098786458 -4.29958343946739
"PYC" 0.318555555555555 0.972074074074074 2.7750676405922 0.172801877846151 0.999214098786458 -4.30019315830045
"VPS18" 1.30360694444444 1.28987453703704 1.72612368318338 0.154559365926975 0.999214098786458 -4.30028837965538
"GLCE" -0.108492195767196 1.11883963844797 -1.69608268831081 0.13198649545486 0.999214098786458 -4.30040925291276
"RHG29" 0.317658333333333 1.16900833333333 2.76725157111268 0.17336707628357 0.999214098786458 -4.30089313228141
"ST7" -0.125500793650794 1.02065813492063 -1.68592176337151 0.140507434275942 0.999214098786458 -4.30324045331507
"ARHG2" -0.0875674603174603 1.08292195767196 -1.72078388233829 0.155559361934057 0.999214098786458 -4.30393447244496
"PSN1" 0.0558411375661375 0.977172971781305 1.69147465948667 0.132884413914829 0.999214098786458 -4.30477000223595
